1,151,2,2,17,32,47,57,95,-6,-22,-35,-67,-73
1,153,2,2,29,63,64,93,98,-9,-14,-44,-87,-101
1,155,8,2,1,5,6,8,93,-9,-30,-35,-41,-75
1,131,9,2,14,35,46,81,102,-19,-44,-53,-56,-111
-1,182,2,2,4,45,51,70,89,-2,-14,-35,-44,-105
-1,231,2,3,9,21,33,44,90,-1,-16,-43,-75,-106
1,204,2,3,14,42,56,104,111,-6,-48,-61,-89,-112
-1,231,2,2,14,25,63,93,104,-1,-9,-17,-53,-62
1,156,9,2,1,17,57,64,71,-19,-34,-55,-59,-68
1,204,2,2,19,35,44,104,113,-32,-54,-68,-71,-74
1,138,9,2,5,19,25,56,70,-14,-18,-32,-73,-109
1,191,2,3,4,36,43,70,93,-6,-19,-44,-69,-104
1,151,2,3,9,21,28,53,75,-10,-16,-22,-34,-92
-1,156,2,3,2,14,35,90,98,-1,-6,-34,-75,-87
-1,251,2,2,2,5,7,44,72,-4,-21,-40,-81,-98
-1,132,2,2,1,34,53,59,104,-2,-14,-42,-44,-77
-1,188,2,3,9,18,34,86,97,-8,-14,-21,-22,-76
1,154,2,2,2,26,34,44,93,-6,-18,-54,-60,-102
1,138,2,2,11,35,44,54,85,-5,-19,-36,-56,-104
-1,152,2,2,14,26,44,53,74,-1,-4,-22,-32,-103
-1,154,2,3,9,10,23,28,44,-14,-31,-35,-52,-93
-1,224,2,3,9,14,44,93,104,-7,-17,-23,-56,-67
1,156,2,2,9,14,26,104,106,-1,-32,-45,-98,-110
1,232,2,3,8,9,21,27,97,-7,-19,-44,-45,-58
1,155,2,2,6,12,56,70,104,-35,-37,-42,-95,-106
1,156,2,2,2,44,50,93,94,-6,-8,-25,-97,-104
1,152,2,2,8,14,28,45,110,-5,-23,-80,-98,-113
-1,224,8,2,41,59,69,98,102,-6,-14,-56,-71,-88
1,155,2,2,26,44,86,97,99,-2,-8,-15,-98,-106
1,135,8,3,27,42,46,70,88,-9,-44,-47,-90,-104
1,144,2,2,8,9,36,97,99,-7,-15,-32,-52,-98
-1,144,2,2,33,37,44,74,88,-14,-30,-35,-62,-104
1,155,2,2,4,18,47,70,91,-21,-32,-44,-61,-104
-1,224,2,3,2,36,42,56,74,-8,-9,-19,-23,-50
-1,156,9,2,23,56,96,101,106,-6,-48,-70,-71,-78
1,155,2,3,6,8,20,44,98,-21,-31,-67,-100,-106
1,155,2,2,16,22,32,34,104,-9,-14,-23,-28,-36
-1,182,2,2,26,47,60,62,70,-20,-32,-35,-40,-59
-1,227,8,3,1,4,14,29,84,-5,-8,-16,-57,-76
-1,155,2,2,2,9,35,55,74,-8,-14,-22,-32,-85
1,156,2,3,2,20,74,86,93,-6,-14,-42,-50,-104
-1,156,2,2,11,23,26,27,99,-14,-43,-44,-86,-98
1,151,2,2,8,21,67,90,98,-9,-14,-37,-96,-97
-1,227,8,3,6,20,41,87,94,-8,-16,-25,-40,-90
-1,154,9,2,10,21,70,89,109,-1,-8,-18,-45,-102
1,151,2,2,18,19,32,44,93,-4,-6,-7,-36,-89
-1,227,2,3,14,32,86,93,104,-2,-6,-9,-22,-65
-1,187,2,3,9,35,40,56,98,-8,-14,-25,-62,-74
-1,204,2,2,7,14,19,34,81,-8,-17,-26,-48,-62
-1,153,2,3,1,5,54,82,84,-22,-32,-41,-86,-99
-1,227,9,2,8,32,44,74,106,-22,-26,-49,-63,-67
1,151,2,2,4,7,8,14,93,-6,-11,-44,-50,-104
-1,227,2,3,22,28,48,93,98,-17,-30,-41,-44,-73
1,152,2,3,11,16,30,32,44,-6,-10,-22,-56,-62
-1,154,2,3,13,18,34,36,104,-35,-41,-42,-47,-97
1,232,2,2,8,9,21,41,86,-1,-35,-38,-46,-90
-1,152,2,2,6,27,46,71,93,-1,-10,-14,-28,-104
1,154,2,3,15,19,21,23,40,-35,-41,-43,-62,-100
-1,152,9,2,22,25,46,95,96,-1,-2,-17,-63,-85
-1,154,2,3,25,35,49,101,106,-2,-10,-12,-36,-104
1,124,2,2,6,16,18,41,104,-8,-11,-59,-80,-92
1,187,2,3,6,22,59,79,110,-9,-35,-62,-97,-104
-1,154,9,2,44,46,74,75,100,-9,-12,-42,-56,-104
-1,152,2,3,1,7,39,93,99,-9,-14,-23,-56,-87
-1,224,2,2,2,4,9,46,84,-12,-33,-74,-97,-104
-1,154,2,2,8,20,44,93,96,-2,-11,-42,-65,-86
1,227,8,2,14,21,22,39,41,-16,-23,-30,-47,-93
-1,156,2,3,6,9,20,34,99,-23,-62,-67,-74,-104
1,155,2,3,14,44,48,57,84,-9,-55,-72,-94,-104
-1,186,9,2,14,19,44,59,88,-1,-4,-57,-76,-101
1,153,9,2,3,13,42,84,95,-2,-6,-7,-70,-93
-1,153,2,3,6,9,51,74,86,-2,-22,-23,-29,-56
-1,112,2,2,27,36,41,53,59,-2,-8,-9,-70,-91
-1,224,8,3,10,43,65,79,88,-23,-39,-54,-68,-98
1,227,8,3,6,28,32,73,87,-9,-38,-48,-88,-98
1,154,2,2,2,18,88,90,93,-7,-34,-86,-89,-98
-1,154,2,2,7,35,62,66,104,-16,-30,-33,-81,-106
-1,132,2,2,12,18,44,49,93,-16,-27,-32,-35,-43
-1,131,2,2,8,9,38,44,73,-2,-3,-56,-109,-113
1,154,9,2,20,48,70,75,95,-43,-99,-100,-106,-112
-1,186,2,2,14,22,44,51,111,-7,-8,-10,-21,-54
1,227,2,2,7,14,44,90,96,-2,-17,-58,-59,-82
1,154,9,2,5,7,12,72,100,-1,-15,-17,-32,-98
-1,185,2,2,47,56,59,74,109,-4,-21,-25,-41,-113
-1,151,9,2,1,14,95,99,113,-8,-70,-93,-97,-102
1,181,2,3,16,41,68,93,100,-17,-26,-44,-79,-99
1,156,2,2,2,8,22,28,70,-7,-13,-18,-35,-63
1,131,2,3,7,84,88,109,110,-34,-53,-71,-76,-89
1,182,2,2,36,47,78,99,104,-28,-41,-44,-48,-68
1,171,2,2,17,32,48,79,87,-33,-45,-62,-70,-93
-1,112,2,3,6,20,23,99,106,-1,-5,-51,-67,-75
-1,151,2,2,8,33,44,59,87,-4,-14,-16,-63,-104
1,232,2,2,2,28,73,83,104,-9,-16,-40,-93,-98
-1,122,1,2,20,43,73,99,111,-30,-45,-64,-68,-81
-1,133,9,2,13,59,84,93,104,-7,-36,-40,-41,-65
-1,152,2,3,26,29,34,86,93,-1,-9,-39,-79,-88
-1,145,2,2,1,10,15,71,74,-2,-21,-32,-76,-100
-1,155,9,2,35,70,90,93,94,-2,-9,-21,-32,-95
-1,152,6,3,13,28,54,79,103,-7,-20,-34,-41,-94
-1,151,2,3,5,21,28,44,71,-2,-11,-32,-53,-64
-1,186,2,3,2,21,42,53,59,-14,-33,-41,-44,-93
1,153,2,3,4,63,94,104,106,-11,-27,-28,-44,-67
1,232,2,2,44,53,81,96,98,-1,-14,-26,-36,-47
-1,111,2,3,4,26,44,46,110,-2,-5,-9,-53,-93
-1,153,2,2,22,23,37,44,59,-7,-9,-18,-34,-35
1,156,2,2,9,14,44,71,76,-15,-18,-23,-49,-52
1,156,9,2,8,35,42,49,78,-47,-64,-74,-94,-95
1,111,2,3,8,21,22,37,104,-40,-44,-63,-70,-111
-1,136,2,2,2,30,35,93,96,-16,-26,-37,-49,-95
-1,182,2,2,23,36,44,59,70,-5,-17,-69,-93,-104
-1,227,8,2,1,13,17,88,104,-16,-23,-50,-67,-94
1,184,2,3,8,47,54,79,93,-6,-44,-53,-74,-98
-1,132,2,2,18,59,63,104,105,-1,-19,-22,-98,-111
1,151,2,2,5,14,21,35,73,-8,-44,-72,-90,-95
-1,204,2,2,14,35,44,59,98,-2,-9,-29,-48,-90
-1,155,2,3,7,10,18,35,76,-11,-14,-28,-42,-93
1,181,8,3,1,20,23,31,71,-27,-34,-44,-98,-112
1,227,8,3,9,18,36,60,87,-2,-40,-50,-59,-74
-1,151,2,2,1,6,21,44,73,-8,-32,-34,-36,-104
1,112,7,2,6,19,31,48,80,-29,-79,-91,-105,-113
1,261,2,2,21,27,67,70,81,-4,-32,-42,-44,-104
1,152,2,3,22,41,75,93,103,-9,-26,-42,-46,-85
-1,187,2,2,14,18,21,45,102,-19,-32,-38,-54,-106
-1,138,2,3,6,54,78,87,95,-17,-60,-98,-104,-109
-1,152,2,3,4,8,9,14,44,-11,-32,-60,-84,-104
-1,156,2,3,2,44,48,56,76,-14,-18,-33,-68,-85
1,187,2,2,28,32,56,70,75,-21,-53,-54,-63,-79
-1,223,2,2,16,28,76,87,98,-44,-51,-62,-63,-71
1,151,2,3,21,26,28,35,104,-14,-18,-44,-59,-105
-1,224,2,2,5,41,44,45,93,-30,-46,-71,-75,-106
-1,156,2,2,18,41,44,70,73,-2,-26,-34,-59,-104
1,225,2,2,3,8,17,27,49,-22,-35,-42,-53,-101
1,144,2,2,6,44,54,58,59,-1,-9,-18,-74,-80
-1,152,9,2,28,41,73,79,109,-4,-11,-55,-89,-93
1,151,2,3,14,23,34,52,99,-2,-35,-67,-86,-98
1,223,1,2,40,52,57,88,103,-18,-21,-22,-56,-64
1,111,2,2,2,8,22,37,59,-35,-45,-74,-82,-112
1,145,9,2,12,31,47,102,104,-28,-72,-93,-95,-109
-1,182,2,3,9,12,53,99,103,-13,-20,-26,-42,-93
-1,153,2,2,14,44,73,82,106,-2,-9,-74,-104,-110
1,227,2,2,2,9,18,46,104,-6,-10,-14,-69,-74
1,156,9,2,19,59,86,95,101,-6,-40,-93,-94,-103
-1,154,2,3,2,6,14,36,93,-22,-32,-35,-70,-99
1,152,2,3,8,14,33,41,88,-2,-3,-18,-62,-74
1,223,2,3,2,14,35,56,104,-4,-6,-34,-41,-110
1,185,9,2,21,32,42,63,81,-1,-8,-18,-72,-73
-1,152,2,3,9,13,50,71,74,-14,-17,-27,-41,-100
1,153,9,2,6,20,85,99,110,-4,-9,-21,-71,-101
1,156,2,3,37,49,59,74,104,-8,-25,-32,-34,-48
-1,224,2,3,22,32,48,52,54,-14,-16,-18,-79,-104
-1,225,8,3,14,18,39,74,87,-5,-10,-32,-34,-98
1,155,2,3,4,14,35,56,68,-1,-6,-18,-22,-25
-1,154,2,3,9,10,14,29,75,-18,-22,-28,-85,-86
-1,156,2,3,14,32,48,97,98,-9,-35,-56,-86,-93
1,224,8,2,12,29,30,34,92,-6,-41,-74,-75,-101
-1,204,2,2,17,70,90,91,99,-5,-15,-30,-84,-106
-1,151,2,2,10,34,47,48,57,-6,-9,-22,-49,-68
1,152,2,2,1,35,46,74,106,-11,-12,-33,-44,-58
1,181,2,3,14,23,46,50,93,-35,-44,-54,-90,-104
-1,224,2,3,7,9,16,34,98,-47,-69,-71,-93,-112
1,224,2,2,9,26,73,97,110,-11,-19,-20,-81,-93
1,153,2,2,21,32,59,76,109,-18,-31,-44,-54,-104
1,188,9,2,2,8,22,69,95,-26,-54,-64,-85,-98
1,186,8,3,14,21,50,63,70,-2,-57,-81,-101,-104
1,224,2,2,5,9,14,18,74,-21,-35,-44,-68,-88
-1,153,2,2,23,25,38,52,101,-8,-14,-18,-21,-59
-1,155,2,2,1,18,44,71,93,-8,-22,-41,-49,-63
1,227,8,2,18,19,36,55,77,-4,-8,-35,-43,-88
1,227,2,2,15,16,34,86,93,-9,-14,-35,-59,-69
-1,227,2,2,14,46,48,91,93,-9,-26,-41,-74,-97
-1,151,2,3,29,35,54,94,112,-3,-9,-13,-63,-67
-1,231,2,2,35,51,52,79,84,-8,-14,-28,-48,-85
1,171,2,2,16,34,48,60,80,-1,-5,-51,-61,-93
-1,124,8,2,18,84,93,97,101,-14,-17,-23,-88,-112
-1,156,2,2,25,41,42,59,70,-1,-6,-7,-8,-44
-1,182,2,3,39,54,59,75,94,-4,-9,-29,-44,-93
1,224,2,3,37,40,41,45,93,-8,-16,-22,-63,-112
-1,188,2,2,28,34,44,101,104,-57,-73,-74,-88,-93
-1,155,2,2,32,40,77,94,106,-1,-2,-36,-63,-93
1,151,2,2,9,14,44,74,93,-8,-25,-81,-94,-96
-1,151,2,2,1,32,48,82,84,-6,-9,-26,-34,-93
1,223,2,2,11,76,86,88,110,-1,-4,-12,-74,-104
-1,112,2,3,16,17,20,42,96,-5,-6,-9,-75,-85
-1,151,2,2,8,14,42,44,74,-1,-37,-40,-100,-106
-1,156,2,3,7,35,44,47,104,-28,-29,-46,-72,-93
1,223,8,3,9,10,14,21,31,-6,-20,-74,-86,-99
-1,156,2,2,20,26,77,79,98,-13,-17,-22,-54,-104
-1,156,2,3,28,51,73,90,98,-6,-14,-18,-32,-44
-1,156,2,2,4,42,71,74,99,-14,-21,-27,-32,-44
1,225,2,2,2,9,75,94,104,-8,-16,-21,-73,-87
-1,181,9,2,22,35,46,62,111,-7,-42,-70,-93,-110
1,123,2,3,5,10,23,58,80,-40,-41,-49,-74,-104
1,155,2,2,7,18,22,59,74,-1,-6,-19,-40,-55
1,152,2,2,2,12,74,78,110,-9,-56,-93,-105,-109
1,155,2,3,18,50,57,67,91,-7,-35,-44,-59,-93
1,156,2,2,5,23,44,84,104,-6,-7,-18,-59,-99
1,151,2,2,9,17,43,59,96,-2,-35,-44,-90,-94
1,155,2,2,6,14,47,59,84,-12,-17,-18,-88,-106
-1,153,2,3,14,22,23,35,44,-2,-9,-16,-48,-96
-1,156,9,2,28,42,53,64,77,-1,-36,-61,-73,-112
1,156,2,2,8,14,70,75,104,-1,-9,-16,-77,-103
1,156,2,2,4,11,13,18,104,-5,-14,-36,-63,-74
-1,151,2,2,4,22,44,56,86,-2,-11,-14,-62,-70
-1,187,2,3,5,8,23,28,87,-6,-43,-70,-74,-100
-1,151,2,3,13,23,60,74,93,-35,-59,-65,-86,-98
-1,152,2,3,9,53,58,74,93,-21,-44,-57,-73,-75
1,152,1,2,26,49,83,93,113,-9,-31,-33,-41,-56
1,188,2,2,23,32,52,82,104,-9,-10,-53,-99,-111
1,231,2,2,2,49,85,94,98,-7,-8,-26,-59,-109
-1,231,2,2,8,45,74,93,104,-1,-9,-17,-19,-103
1,154,9,2,12,35,60,63,64,-4,-13,-44,-83,-93
1,123,2,2,2,43,73,93,103,-1,-3,-9,-16,-104
1,156,2,2,7,44,57,75,110,-18,-27,-30,-32,-93
1,227,2,3,36,38,79,106,109,-9,-14,-18,-88,-89
-1,231,2,2,4,9,16,74,93,-5,-14,-32,-73,-94
1,223,2,2,29,34,54,71,75,-27,-48,-74,-93,-109
1,231,2,2,15,22,44,71,73,-23,-34,-35,-57,-74
-1,156,2,2,6,18,23,28,71,-43,-44,-56,-100,-110
-1,153,2,3,2,8,30,34,50,-9,-18,-57,-94,-106
-1,223,8,2,11,32,41,85,90,-7,-59,-73,-101,-104
-1,154,9,2,4,20,28,39,86,-16,-18,-71,-82,-104
-1,223,8,3,8,73,79,98,103,-7,-74,-75,-93,-96
1,137,2,3,14,30,47,87,93,-7,-36,-44,-74,-107
-1,227,8,2,36,53,59,64,77,-6,-9,-27,-42,-55
1,154,1,2,2,23,45,75,101,-9,-32,-36,-70,-85
1,155,2,2,35,44,62,81,110,-4,-11,-16,-74,-104
-1,224,2,3,8,9,20,75,98,-26,-32,-34,-41,-65
-1,112,2,2,16,25,69,86,99,-4,-57,-73,-104,-109
-1,225,8,3,9,32,89,96,112,-2,-26,-36,-71,-93
-1,231,8,2,1,19,26,75,88,-7,-13,-17,-54,-62
-1,155,2,2,6,8,13,32,62,-4,-12,-44,-56,-63
1,223,8,3,10,34,42,79,99,-28,-62,-69,-73,-89
1,224,8,3,5,44,74,87,106,-9,-12,-14,-29,-34
-1,132,8,3,21,35,53,70,75,-2,-44,-47,-84,-111
1,227,2,2,9,31,41,79,109,-27,-29,-73,-93,-104
-1,152,2,2,8,20,44,48,49,-14,-39,-69,-96,-104
-1,224,8,3,32,34,42,65,84,-41,-48,-79,-88,-98
1,231,2,2,6,16,41,47,68,-4,-8,-9,-71,-98
1,227,9,2,39,41,63,74,89,-17,-46,-52,-59,-104
1,183,2,2,8,14,22,36,67,-11,-44,-93,-97,-104
1,231,2,2,12,21,43,62,99,-35,-42,-70,-74,-84
1,153,2,2,34,41,44,98,113,-2,-4,-37,-56,-109
1,155,2,3,42,54,63,64,71,-2,-34,-62,-81,-98
1,224,8,2,9,26,59,93,98,-3,-21,-23,-32,-73
-1,134,2,2,5,8,11,41,75,-23,-55,-71,-93,-104
-1,231,2,3,2,6,9,19,85,-23,-54,-68,-93,-104
1,151,2,3,7,14,35,74,104,-5,-10,-36,-73,-97
-1,227,8,2,16,17,26,62,70,-25,-59,-65,-74,-93
1,187,2,2,8,17,62,69,104,-26,-32,-38,-74,-93
-1,154,9,2,4,28,48,62,111,-6,-13,-49,-85,-99
-1,156,2,3,9,11,18,75,91,-10,-34,-53,-98,-104
-1,223,8,2,1,7,26,32,93,-9,-41,-69,-89,-90
-1,223,2,2,1,16,35,39,69,-56,-71,-73,-96,-98
1,181,2,2,32,41,44,73,96,-69,-93,-98,-104,-106
1,156,2,3,2,4,10,30,95,-6,-21,-44,-59,-79
-1,134,2,3,21,26,81,86,106,-12,-14,-44,-49,-83
1,144,2,2,6,44,59,78,93,-1,-21,-35,-41,-48
1,227,2,2,18,19,22,35,64,-6,-38,-44,-65,-106
1,155,2,3,9,16,21,44,109,-8,-14,-35,-71,-93
-1,224,2,3,8,12,73,76,99,-9,-32,-49,-67,-95
-1,154,2,3,5,6,59,74,111,-8,-14,-29,-39,-110
1,152,2,2,8,9,16,30,41,-11,-14,-62,-69,-77
1,156,2,2,30,44,50,97,98,-8,-9,-20,-26,-74
-1,151,2,2,4,16,23,34,39,-3,-6,-11,-18,-32
1,182,9,2,18,39,40,61,67,-25,-48,-50,-54,-72
1,155,2,3,48,84,86,93,95,-14,-19,-62,-104,-110
1,224,2,2,1,9,49,52,84,-3,-32,-68,-85,-93
-1,155,2,2,14,18,32,70,81,-1,-9,-25,-26,-71
1,152,2,2,1,14,56,60,70,-17,-18,-23,-48,-67
-1,155,2,3,2,3,21,51,56,-9,-19,-26,-73,-98
-1,155,2,2,8,14,53,57,112,-9,-10,-11,-44,-87
-1,227,2,2,6,8,32,99,103,-22,-40,-44,-62,-93
1,145,2,3,9,32,54,74,93,-6,-7,-62,-69,-79
-1,156,2,2,14,21,35,44,71,-27,-70,-92,-93,-106
1,152,2,3,14,26,50,63,104,-6,-9,-35,-73,-95
1,204,9,2,2,5,9,34,77,-14,-43,-46,-85,-98
-1,156,2,3,25,35,67,81,99,-14,-23,-39,-90,-104
-1,224,8,2,22,30,41,54,110,-6,-63,-76,-83,-84
1,227,2,2,4,14,38,63,74,-2,-5,-9,-25,-44
1,232,9,2,7,8,57,89,109,-18,-29,-46,-76,-110
1,153,2,3,9,80,87,94,104,-2,-19,-28,-30,-34
1,132,2,2,1,4,11,96,113,-25,-42,-48,-74,-98
1,145,2,2,2,34,48,80,104,-22,-32,-73,-79,-101
1,171,2,2,8,41,94,104,105,-9,-11,-19,-25,-84
1,156,2,2,6,7,9,17,18,-1,-5,-14,-88,-104
-1,123,2,3,72,74,86,95,99,-8,-29,-31,-39,-41
-1,227,2,3,2,8,34,36,53,-9,-14,-16,-18,-93
-1,225,9,2,1,2,53,67,104,-6,-25,-44,-48,-113
1,225,8,2,10,13,16,62,71,-4,-35,-41,-52,-79
-1,224,8,2,16,21,44,63,81,-8,-17,-23,-39,-103
-1,188,9,2,8,32,39,81,93,-4,-47,-56,-82,-86
-1,136,2,3,2,6,39,50,110,-5,-9,-47,-93,-104
1,232,2,3,44,65,79,84,98,-14,-26,-41,-47,-112
1,151,2,2,7,18,44,71,109,-4,-45,-46,-53,-62
1,155,2,2,11,12,14,21,102,-7,-18,-39,-44,-54
1,152,2,3,2,6,8,34,68,-1,-9,-21,-37,-94
1,185,2,2,8,11,16,29,104,-18,-32,-33,-62,-93
-1,225,8,3,17,26,44,55,59,-9,-28,-74,-93,-104
-1,152,2,3,2,8,21,37,104,-35,-42,-57,-71,-93
-1,191,2,2,4,12,18,93,98,-44,-45,-56,-62,-81
1,155,2,3,10,14,35,39,98,-6,-22,-60,-86,-90
1,151,2,2,9,18,74,98,100,-8,-32,-54,-76,-104
-1,131,2,3,29,32,51,59,68,-33,-65,-86,-95,-97
1,135,2,2,5,7,18,46,70,-43,-54,-62,-63,-69
-1,224,2,3,3,18,36,53,54,-2,-8,-9,-32,-51
1,232,4,2,11,18,46,64,112,-6,-28,-42,-85,-86
1,111,2,2,14,31,36,71,101,-8,-9,-26,-74,-97
-1,224,8,2,9,26,54,65,74,-8,-25,-88,-90,-97
-1,191,9,2,8,46,59,63,74,-2,-34,-36,-41,-78
-1,232,2,3,44,67,68,71,76,-7,-14,-54,-59,-104
1,156,2,2,8,25,28,62,84,-2,-3,-32,-67,-74
1,152,9,2,12,31,33,39,47,-8,-35,-56,-70,-107
1,227,2,3,9,26,29,32,93,-2,-73,-86,-94,-104
1,136,9,2,28,47,48,73,110,-32,-56,-70,-93,-96
1,227,8,2,8,10,11,32,110,-3,-14,-21,-44,-74
1,231,2,2,15,35,41,64,68,-6,-14,-27,-101,-104
1,227,2,2,9,22,42,62,104,-17,-32,-36,-41,-90
-1,135,8,3,2,23,31,59,87,-14,-26,-48,-50,-104
-1,155,2,3,35,44,54,74,87,-5,-18,-42,-78,-94
-1,224,8,2,9,20,35,74,102,-4,-14,-16,-25,-71
-1,152,9,2,1,21,25,62,67,-20,-42,-47,-60,-109
-1,156,2,3,5,9,48,93,104,-7,-8,-49,-63,-74
-1,224,2,3,5,10,14,98,111,-9,-29,-32,-35,-102
-1,155,2,3,8,9,35,82,98,-7,-14,-44,-80,-93
-1,151,2,2,14,18,26,27,90,-4,-30,-95,-99,-104
-1,155,2,3,5,9,11,56,84,-26,-41,-70,-74,-86
-1,153,9,2,19,38,55,72,98,-7,-14,-23,-27,-35
1,227,2,3,22,41,48,79,103,-8,-9,-29,-104,-110
1,152,9,2,6,14,44,62,88,-16,-23,-46,-97,-109
-1,232,8,2,12,23,34,48,85,-18,-28,-40,-64,-106
-1,155,2,3,7,74,75,104,110,-8,-9,-14,-32,-41
-1,188,2,2,12,63,70,91,106,-10,-14,-41,-77,-103
1,227,2,2,2,10,51,90,104,-21,-28,-30,-62,-109
1,151,2,3,2,10,12,31,104,-9,-14,-41,-57,-64
-1,224,2,3,6,30,74,99,104,-2,-8,-32,-93,-98
1,155,9,2,18,43,51,73,94,-14,-33,-72,-88,-99
-1,224,2,2,1,32,63,79,103,-14,-29,-46,-48,-85
-1,152,9,2,5,27,35,60,81,-11,-63,-77,-93,-94
-1,231,2,3,2,26,68,73,74,-6,-10,-47,-62,-104
-1,223,2,2,10,16,34,51,98,-9,-32,-93,-103,-104
1,224,2,2,6,8,22,51,94,-1,-19,-21,-28,-104
-1,183,9,2,11,14,16,71,73,-1,-6,-18,-46,-89
1,134,2,2,3,8,9,42,74,-6,-17,-21,-53,-104
1,155,2,3,14,22,44,94,96,-18,-26,-28,-34,-56
1,155,2,2,22,68,77,95,100,-6,-35,-44,-70,-104
-1,151,2,2,23,36,44,62,73,-12,-19,-20,-32,-34
-1,232,8,3,10,14,20,41,74,-19,-36,-67,-98,-101
-1,192,9,2,15,22,51,96,109,-32,-67,-90,-93,-95
1,224,8,3,10,30,41,74,75,-21,-56,-79,-109,-110
1,224,2,2,21,47,93,104,109,-14,-19,-68,-74,-81
1,223,8,3,22,44,56,98,99,-2,-28,-42,-54,-68
-1,181,2,2,14,32,35,44,50,-42,-60,-71,-74,-104
1,155,2,2,9,19,23,26,64,-14,-21,-44,-56,-99
1,223,8,3,44,51,60,94,103,-4,-6,-9,-42,-88
-1,187,2,3,3,8,17,98,104,-18,-31,-32,-71,-74
-1,223,2,2,2,12,33,42,88,-6,-41,-57,-64,-94
1,153,2,3,15,30,41,67,76,-44,-56,-57,-99,-104
1,152,2,3,6,7,9,47,98,-8,-21,-34,-44,-97
1,132,2,2,11,28,36,83,93,-6,-14,-44,-45,-62
-1,187,2,2,14,32,68,85,104,-26,-36,-41,-42,-74
-1,145,2,2,26,29,91,105,110,-2,-21,-45,-53,-104
1,181,2,3,16,20,34,44,55,-9,-10,-26,-54,-73
-1,156,2,2,14,44,72,74,76,-8,-13,-15,-86,-104
-1,144,2,2,6,18,19,32,35,-7,-8,-14,-22,-82
-1,223,2,3,23,64,74,88,93,-9,-16,-19,-36,-91
1,153,2,3,6,14,25,35,104,-1,-10,-32,-50,-73
-1,185,2,3,1,14,41,46,102,-30,-56,-74,-80,-97
1,227,2,3,1,4,11,38,79,-9,-10,-32,-43,-60
-1,144,2,3,10,11,44,62,101,-9,-18,-36,-43,-75
-1,152,2,2,2,8,34,71,101,-9,-48,-74,-84,-111
-1,223,9,2,59,60,71,94,104,-12,-18,-22,-30,-77
-1,145,2,3,22,44,73,101,104,-9,-34,-41,-93,-102
-1,224,2,2,16,42,72,75,104,-18,-35,-36,-98,-106
1,151,2,3,1,9,41,88,101,-8,-23,-32,-33,-34
-1,153,2,3,2,74,87,90,93,-4,-26,-44,-57,-94
1,152,2,2,6,18,46,49,75,-14,-41,-44,-59,-71
-1,204,2,2,5,20,44,58,106,-14,-35,-53,-56,-78
1,153,2,2,1,18,25,41,70,-8,-32,-62,-74,-109
-1,224,2,2,9,11,19,65,71,-22,-41,-54,-73,-75
-1,156,2,2,14,15,18,59,104,-4,-8,-20,-22,-32
1,153,2,3,1,7,9,67,76,-5,-34,-53,-93,-98
